date,equal_weight,buy_and_hold,top_ew[price_only],top_mv[price_only],top_rp[price_only],top_ew[price+sentiment],top_mv[price+sentiment],top_rp[price+sentiment]
2025-03-04,1.8954,2.029,1.9448,1.3239,1.6721,1.5089,1.1801,1.2412
2025-03-05,1.9105,2.0566,1.9585,1.3156,1.6809,1.5153,1.1731,1.2451
2025-03-06,1.9048,2.0497,1.9646,1.3229,1.6864,1.5208,1.1815,1.2501
2025-03-07,1.8981,2.0323,1.973,1.3573,1.6969,1.5301,1.2086,1.2593
2025-03-10,1.8738,1.9746,1.9578,1.3767,1.6882,1.5295,1.2249,1.2606
2025-03-11,1.8468,1.9615,1.9189,1.3371,1.6536,1.4984,1.1907,1.2345
2025-03-12,1.8632,1.9958,1.9332,1.3255,1.6634,1.4996,1.1775,1.2348
2025-03-13,1.867,1.9912,1.9372,1.3514,1.6683,1.5054,1.1983,1.2401
2025-03-14,1.8884,2.0281,1.9769,1.3801,1.7018,1.5321,1.2162,1.2624
2025-03-17,1.8952,2.035,1.9902,1.3898,1.7135,1.5451,1.2286,1.2735
2025-03-18,1.9119,2.0585,2.0177,1.4069,1.7364,1.5637,1.2366,1.2878
2025-03-19,1.9118,2.0632,2.0229,1.4107,1.7413,1.5672,1.2371,1.2908
2025-03-20,1.9031,2.0451,2.0203,1.409,1.7422,1.5674,1.2405,1.2913
2025-03-21,1.8889,2.0315,2.0169,1.4079,1.7393,1.5577,1.2344,1.2832
2025-03-24,1.884,2.0266,2.0037,1.397,1.7271,1.5561,1.2312,1.2816
2025-03-25,1.8927,2.0389,2.0231,1.4106,1.7428,1.5683,1.2408,1.2913
2025-03-26,1.8997,2.0458,2.0312,1.4158,1.7505,1.5762,1.245,1.2979
2025-03-27,1.8928,2.0395,2.0225,1.4117,1.7441,1.567,1.2445,1.2908
2025-03-28,1.8772,2.0099,1.9883,1.3884,1.7167,1.5443,1.2377,1.2722
2025-03-31,1.854,1.9803,1.9607,1.3685,1.6951,1.5233,1.2203,1.2548
2025-04-01,1.8686,2.0095,1.9806,1.3833,1.7083,1.5312,1.2231,1.2609
2025-04-02,1.8572,1.9916,1.9622,1.3676,1.694,1.5228,1.2102,1.2534
2025-04-03,1.8169,1.9456,1.8823,1.3179,1.6233,1.4576,1.1822,1.2011
2025-04-04,1.7032,1.8002,1.7317,1.2101,1.4969,1.3584,1.105,1.12
2025-04-07,1.6471,1.7439,1.6751,1.1709,1.4474,1.3231,1.0843,1.0913
2025-04-08,1.6875,1.8034,1.7326,1.2119,1.4933,1.3497,1.1022,1.1115
2025-04-09,1.6365,1.753,1.6693,1.1695,1.4374,1.3003,1.0703,1.0712
2025-04-10,1.6766,1.8081,1.7319,1.2098,1.4888,1.3424,1.095,1.1039
2025-04-11,1.6928,1.8203,1.7512,1.2348,1.5082,1.365,1.106,1.1215
2025-04-14,1.7374,1.869,1.7904,1.2675,1.5403,1.4023,1.1373,1.1526
2025-04-15,1.7636,1.9074,1.8151,1.2853,1.5597,1.4147,1.1491,1.1628
2025-04-16,1.772,1.9105,1.8263,1.2848,1.5698,1.4165,1.1489,1.1643
2025-04-17,1.7727,1.9029,1.8356,1.2901,1.581,1.4057,1.1385,1.1559
2025-04-22,1.7877,1.913,1.8451,1.2988,1.5917,1.4146,1.1456,1.1641
2025-04-23,1.8135,1.9434,1.836,1.3009,1.5839,1.4453,1.1668,1.1914
2025-04-24,1.8142,1.9455,1.8479,1.3105,1.5927,1.4512,1.1726,1.1958
2025-04-25,1.8175,1.9603,1.8377,1.3032,1.5815,1.4491,1.1694,1.1938
2025-04-28,1.8207,1.9619,1.8395,1.3083,1.5835,1.453,1.1778,1.1978
2025-04-29,1.8333,1.9766,1.8517,1.3299,1.5931,1.4746,1.1978,1.216
2025-04-30,1.8276,1.9702,1.8655,1.3456,1.6068,1.4593,1.2038,1.2053
2025-05-01,1.8212,1.9699,1.8621,1.343,1.6034,1.4505,1.1939,1.1971
2025-05-02,1.8376,1.997,1.8767,1.3525,1.6146,1.4676,1.2082,1.211
2025-05-06,1.8369,1.993,1.8854,1.358,1.623,1.4664,1.2054,1.2101
2025-05-07,1.8232,1.9727,1.8694,1.3477,1.6125,1.4428,1.1786,1.1897
2025-05-08,1.825,1.9942,1.8554,1.3275,1.5977,1.4336,1.1621,1.1809
2025-05-09,1.8352,1.9973,1.8657,1.327,1.6079,1.4312,1.1633,1.1808
2025-05-12,1.8496,2.0044,1.8548,1.3112,1.5962,1.4617,1.1764,1.2064
2025-05-13,1.8513,2.0163,1.8427,1.3006,1.5836,1.4511,1.1633,1.1964
2025-05-14,1.855,2.0211,1.8417,1.3,1.5812,1.4528,1.1643,1.1963
2025-05-15,1.862,2.0394,1.8498,1.3023,1.5889,1.458,1.1648,1.2013
2025-05-16,1.8729,2.0465,1.8562,1.3021,1.5951,1.4693,1.1685,1.2117
2025-05-19,1.8791,2.0566,1.8545,1.2986,1.5935,1.4682,1.166,1.2111
2025-05-20,1.9087,2.0775,1.8762,1.3179,1.6109,1.4875,1.1842,1.2263
2025-05-21,1.9118,2.0842,1.8727,1.3114,1.6082,1.4856,1.1815,1.2256
2025-05-22,1.9104,2.0923,1.8648,1.3046,1.6002,1.4791,1.1762,1.22
2025-05-23,1.9018,2.0838,1.8627,1.3061,1.5975,1.4757,1.1796,1.2171
2025-05-27,1.9202,2.1105,1.8666,1.3175,1.5991,1.4915,1.1934,1.2292
2025-05-28,1.9095,2.1048,1.8521,1.3083,1.5867,1.4814,1.1854,1.2214
2025-05-29,1.9121,2.1025,1.8662,1.3227,1.5977,1.4939,1.1984,1.2311
2025-05-30,1.9301,2.1243,1.8827,1.3465,1.6107,1.5219,1.2266,1.2549
2025-06-02,1.9342,2.1316,1.8809,1.3448,1.6082,1.5218,1.226,1.2546
2025-06-03,1.9389,2.1533,1.881,1.3432,1.6081,1.5165,1.2198,1.25
2025-06-04,1.9359,2.1478,1.8902,1.3579,1.6152,1.5243,1.2349,1.2565
2025-06-05,1.933,2.1398,1.8922,1.3641,1.6169,1.5322,1.243,1.2625
2025-06-06,1.9377,2.1471,1.894,1.3617,1.6191,1.538,1.2392,1.2674
2025-06-09,1.9355,2.1467,1.899,1.3691,1.623,1.5409,1.2442,1.2697
2025-06-10,1.93,2.1307,1.888,1.366,1.6146,1.5305,1.2437,1.2624
2025-06-11,1.9305,2.1375,1.8822,1.3609,1.6098,1.529,1.2413,1.2617
2025-06-12,1.9436,2.1467,1.8891,1.3598,1.6144,1.5397,1.2495,1.2699
2025-06-13,1.9429,2.1404,1.895,1.3658,1.6164,1.5432,1.2455,1.2708
2025-06-16,1.9485,2.1537,1.9078,1.3658,1.6269,1.5585,1.2616,1.2828
2025-06-17,1.9394,2.1484,1.894,1.3582,1.6148,1.5477,1.2525,1.2738
2025-06-18,1.9432,2.154,1.8996,1.3573,1.6192,1.5552,1.257,1.2798
2025-06-19,1.931,2.1375,1.8845,1.3381,1.6051,1.5444,1.2465,1.2708
2025-06-20,1.9249,2.133,1.884,1.3343,1.6051,1.54,1.2421,1.2678
2025-06-23,1.9165,2.121,1.8777,1.3367,1.6016,1.5251,1.2292,1.2572
2025-06-24,1.9166,2.1317,1.8774,1.3237,1.6042,1.5334,1.2455,1.2654
2025-06-25,1.9067,2.1294,1.8702,1.3118,1.5954,1.5294,1.233,1.2605
2025-06-26,1.9211,2.1498,1.8871,1.3308,1.6045,1.5304,1.2217,1.2567
2025-06-27,1.9334,2.1706,1.8901,1.3325,1.6092,1.5378,1.2351,1.264
2025-06-30,1.9287,2.1757,1.8914,1.3316,1.6088,1.5422,1.2365,1.2665
2025-07-01,1.9328,2.1568,1.8979,1.3348,1.6159,1.5401,1.24,1.2669
2025-07-02,1.9321,2.1501,1.9074,1.348,1.6258,1.5232,1.2116,1.2555
2025-07-03,1.9439,2.1722,1.9078,1.3424,1.6243,1.5386,1.2277,1.2664
2025-07-04,1.9479,2.1763,1.9201,1.3412,1.6337,1.5472,1.233,1.2736
2025-07-07,1.94,2.1757,1.9174,1.3383,1.6316,1.5485,1.2339,1.2746
2025-07-08,1.9539,2.1856,1.9216,1.3447,1.6354,1.5498,1.2337,1.2753
2025-07-09,1.9587,2.2014,1.9151,1.3344,1.6287,1.551,1.2337,1.2751
2025-07-10,1.9844,2.215,1.9417,1.3595,1.6515,1.5747,1.2605,1.2948
2025-07-11,1.9802,2.2186,1.9372,1.3538,1.6455,1.573,1.2591,1.2917
2025-07-14,1.9933,2.2353,1.9491,1.3619,1.6575,1.5837,1.2657,1.3017
2025-07-15,1.9766,2.2177,1.9317,1.3477,1.6415,1.5714,1.2541,1.2904
2025-07-16,1.9754,2.2117,1.9213,1.3398,1.6336,1.564,1.2482,1.285
2025-07-17,1.9899,2.2411,1.9376,1.341,1.6458,1.5805,1.2485,1.2964
2025-07-18,1.9896,2.2419,1.9447,1.3451,1.6508,1.585,1.2508,1.2996
2025-07-21,2.0028,2.2465,1.9575,1.3549,1.66,1.5939,1.2622,1.3055
2025-07-22,2.0026,2.2312,1.9445,1.3529,1.6513,1.5814,1.2601,1.2975
2025-07-23,2.0121,2.239,1.9422,1.3519,1.6492,1.5829,1.259,1.2981
2025-07-24,2.0244,2.2487,1.9438,1.3545,1.6533,1.5889,1.2605,1.3043
2025-07-25,2.0236,2.249,1.9536,1.3559,1.6605,1.5878,1.2541,1.3031
2025-07-28,2.0168,2.2434,1.9324,1.3435,1.643,1.5741,1.2432,1.2917
2025-07-29,2.0311,2.2729,1.9357,1.3394,1.6469,1.5794,1.2334,1.296
2025-07-30,2.0323,2.2586,1.9389,1.3488,1.6502,1.5824,1.2404,1.2986
2025-07-31,2.0269,2.2998,1.9231,1.3344,1.636,1.5681,1.2241,1.2864
2025-08-01,2.0082,2.2763,1.9085,1.3358,1.6292,1.5525,1.2264,1.2793
2025-08-04,2.0327,2.3162,1.9548,1.3436,1.6663,1.5851,1.242,1.3048
2025-08-05,2.0317,2.3051,1.9459,1.3439,1.6588,1.5796,1.2408,1.3003
2025-08-06,2.0377,2.3207,1.929,1.3259,1.6472,1.5688,1.2205,1.2931
2025-08-07,2.0109,2.2849,1.9223,1.3213,1.6427,1.5592,1.216,1.2857
2025-08-08,2.0202,2.2881,1.9387,1.328,1.6579,1.5576,1.2143,1.2839
2025-08-11,2.0359,2.3055,1.9563,1.3434,1.6725,1.5722,1.2239,1.2948
2025-08-12,2.0472,2.3206,1.9712,1.3526,1.6854,1.5769,1.226,1.2975
2025-08-13,2.058,2.3235,1.9793,1.3594,1.6941,1.5898,1.2386,1.3103
2025-08-14,2.055,2.3396,1.9669,1.3554,1.6785,1.5874,1.2339,1.3056
2025-08-15,2.0495,2.3161,1.9551,1.345,1.6714,1.5758,1.2244,1.2977
2025-08-18,2.052,2.3254,1.9572,1.3493,1.672,1.586,1.232,1.3062
2025-08-19,2.0542,2.3095,1.9565,1.3457,1.6738,1.5888,1.2348,1.3112
2025-08-20,2.0699,2.3051,1.9571,1.3458,1.6774,1.6026,1.2526,1.3285
2025-08-21,2.0834,2.3266,1.9709,1.3555,1.6891,1.6134,1.2584,1.3363
2025-08-22,2.0859,2.3306,1.9787,1.3588,1.6961,1.6066,1.2535,1.3294
2025-08-26,2.0803,2.3336,1.9712,1.3533,1.6882,1.6039,1.2457,1.3254
2025-08-27,2.0772,2.326,1.9678,1.3516,1.6857,1.602,1.2465,1.3244
2025-08-28,2.0706,2.3207,1.9649,1.3489,1.6841,1.5931,1.2409,1.3165
2025-08-29,2.0566,2.307,1.9454,1.333,1.6674,1.5871,1.2372,1.3127
2025-09-01,2.068,2.3371,1.9612,1.3433,1.6771,1.6037,1.2472,1.3246
2025-09-02,2.0516,2.3038,1.9315,1.3216,1.6542,1.5875,1.2414,1.3154
2025-09-03,2.0644,2.3205,1.95,1.3341,1.6701,1.6051,1.253,1.3297
2025-09-04,2.0737,2.3232,1.9581,1.3382,1.6768,1.6129,1.2602,1.3376
2025-09-05,2.0629,2.3134,1.9497,1.3286,1.6682,1.5931,1.2497,1.3186
2025-09-08,2.0681,2.3312,1.9601,1.336,1.6764,1.6043,1.2551,1.3275
2025-09-09,2.0857,2.3449,1.9798,1.3621,1.6901,1.6332,1.2886,1.3507
2025-09-10,2.0858,2.3573,1.9752,1.3576,1.6856,1.6309,1.2802,1.3485
2025-09-11,2.1105,2.3977,1.9868,1.3667,1.693,1.6425,1.2867,1.3563
2025-09-12,2.1133,2.4055,1.9916,1.3733,1.6956,1.6476,1.2956,1.3593
2025-09-15,2.1192,2.4241,2.0014,1.3809,1.7023,1.659,1.3046,1.3673
2025-09-16,2.1027,2.3981,2.0066,1.384,1.7076,1.6536,1.3067,1.3634
2025-09-17,2.0974,2.3858,1.9849,1.367,1.6895,1.6391,1.2923,1.3516
2025-09-18,2.099,2.3966,1.9966,1.3777,1.6981,1.6517,1.2994,1.3618
2025-09-19,2.1016,2.4038,2.008,1.3892,1.7054,1.651,1.3061,1.359
2025-09-22,2.1104,2.4108,2.0281,1.3993,1.7225,1.6609,1.3175,1.3665
2025-09-23,2.1145,2.4229,2.0468,1.4139,1.7379,1.678,1.3285,1.3807
2025-09-24,2.1266,2.4386,2.0782,1.4373,1.7636,1.7003,1.3516,1.3984
2025-09-25,2.1219,2.4276,2.0997,1.4443,1.7849,1.6997,1.3557,1.3985
2025-09-26,2.1426,2.4559,2.1115,1.4605,1.7933,1.7248,1.3739,1.4196
2025-09-29,2.1443,2.4474,2.104,1.4531,1.7873,1.7119,1.3743,1.4079
2025-09-30,2.1544,2.4682,2.0962,1.4509,1.7769,1.7091,1.3707,1.4025
2025-10-01,2.1721,2.4739,2.0964,1.4507,1.7794,1.7121,1.373,1.4071
2025-10-02,2.1737,2.473,2.0803,1.4417,1.7658,1.7018,1.3681,1.3986
2025-10-03,2.1899,2.4912,2.0955,1.4524,1.7763,1.6992,1.3587,1.3957
2025-10-06,2.1895,2.4797,2.0888,1.451,1.7693,1.7052,1.3608,1.4002
2025-10-07,2.185,2.4717,2.0852,1.453,1.7672,1.705,1.3586,1.3999
2025-10-08,2.2034,2.4917,2.0975,1.4573,1.7767,1.7086,1.3605,1.4027
2025-10-09,2.1916,2.4737,2.104,1.4651,1.7832,1.7182,1.366,1.4102
2025-10-10,2.1671,2.4424,2.1008,1.4643,1.7834,1.7019,1.3543,1.3977
2025-10-13,2.1718,2.4387,2.0999,1.4607,1.7824,1.6973,1.3544,1.3938
2025-10-14,2.178,2.4419,2.1157,1.4717,1.7976,1.7003,1.3577,1.3968
2025-10-15,2.1695,2.4247,2.1012,1.4596,1.7844,1.6938,1.3506,1.3913
2025-10-16,2.1734,2.4408,2.1075,1.4621,1.7921,1.6912,1.3493,1.3893
2025-10-17,2.1419,2.3835,2.0991,1.4656,1.7887,1.6908,1.3448,1.389
2025-10-20,2.1567,2.4102,2.1043,1.4668,1.7926,1.6926,1.3484,1.3906
2025-10-21,2.1597,2.4196,2.1035,1.4605,1.7911,1.6945,1.3537,1.3921
2025-10-22,2.1802,2.422,2.1197,1.4707,1.8044,1.7143,1.3678,1.4084
2025-10-23,2.1981,2.4396,2.118,1.4698,1.804,1.7212,1.3724,1.4132
2025-10-24,2.213,2.4615,2.143,1.4845,1.8236,1.7257,1.3732,1.4179
2025-10-27,2.2223,2.4708,2.1582,1.4879,1.8345,1.7348,1.3843,1.4256
2025-10-28,2.235,2.4822,2.1504,1.4779,1.8275,1.7459,1.3875,1.4351
2025-10-29,2.2652,2.511,2.1816,1.4822,1.8502,1.769,1.4248,1.4532
2025-10-30,2.2696,2.5185,2.1923,1.4829,1.8583,1.7828,1.4428,1.4647
2025-10-31,2.2637,2.5127,2.1866,1.4773,1.8529,1.7813,1.4424,1.4634
2025-11-03,2.2463,2.5039,2.1697,1.4597,1.8398,1.767,1.4278,1.4522
2025-11-04,2.2467,2.4955,2.1782,1.4608,1.8489,1.7699,1.4323,1.4556
2025-11-05,2.2592,2.5104,2.1853,1.4697,1.8549,1.7748,1.437,1.4593
2025-11-06,2.2652,2.5038,2.2066,1.4861,1.8721,1.7974,1.4449,1.4779
2025-11-07,2.2608,2.5004,2.191,1.4784,1.8585,1.7885,1.4347,1.4709
2025-11-10,2.2893,2.5392,2.227,1.4983,1.8881,1.8211,1.4559,1.4972
2025-11-11,2.322,2.5564,2.2681,1.5265,1.9231,1.8578,1.4862,1.5282
2025-11-12,2.324,2.5611,2.2884,1.5386,1.9403,1.8705,1.4956,1.5379
2025-11-13,2.3117,2.5362,2.2853,1.539,1.9376,1.8629,1.4893,1.5311
2025-11-14,2.2775,2.498,2.2501,1.5203,1.909,1.829,1.4581,1.5038
2025-11-17,2.2728,2.4869,2.2462,1.5184,1.9059,1.8268,1.4582,1.5025
2025-11-18,2.2429,2.4479,2.2052,1.493,1.8708,1.7989,1.4344,1.4804
2025-11-19,2.2248,2.4238,2.1957,1.4851,1.8625,1.7881,1.4245,1.4711
2025-11-20,2.2262,2.4332,2.1867,1.4778,1.8553,1.7811,1.4155,1.4657
2025-11-21,2.2154,2.4002,2.1753,1.4631,1.8486,1.7716,1.4074,1.4602
2025-11-24,2.2181,2.3953,2.2027,1.4826,1.8701,1.7927,1.4246,1.4763
2025-11-25,2.2391,2.4215,2.2237,1.4931,1.8866,1.8222,1.4421,1.5007
2025-11-26,2.2689,2.457,2.2539,1.5065,1.9114,1.8546,1.4679,1.5275
2025-11-27,2.2761,2.4691,2.2578,1.5083,1.9125,1.8699,1.4774,1.5394
2025-11-28,2.2824,2.4778,2.2599,1.5087,1.9135,1.8717,1.476,1.5402
2025-12-01,2.2772,2.4567,2.2529,1.4991,1.9063,1.8659,1.4642,1.5343
2025-12-02,2.287,2.4737,2.2768,1.5149,1.9279,1.8857,1.4834,1.5517
2025-12-03,2.2947,2.4803,2.2881,1.5333,1.9345,1.895,1.4969,1.5571
2025-12-04,2.3052,2.507,2.3027,1.5399,1.9468,1.9071,1.5052,1.567
2025-12-05,2.2864,2.4857,2.2757,1.5211,1.9237,1.8847,1.4865,1.5484
2025-12-08,2.2886,2.5011,2.2804,1.5222,1.9277,1.8887,1.4872,1.5516
2025-12-09,2.2908,2.5047,2.2797,1.5201,1.9263,1.8881,1.4829,1.5505
2025-12-10,2.297,2.5075,2.2844,1.5219,1.9302,1.8919,1.4859,1.5536
2025-12-11,2.3038,2.5093,2.293,1.5239,1.9368,1.899,1.4878,1.5589
2025-12-12,2.288,2.4945,2.2705,1.5115,1.9184,1.8804,1.4767,1.5441
2025-12-15,2.3092,2.524,2.3119,1.5333,1.9532,1.9147,1.4963,1.5721
2025-12-16,2.2859,2.4964,2.2972,1.5224,1.9418,1.9026,1.486,1.5629
2025-12-17,2.3102,2.5201,2.3231,1.5372,1.963,1.924,1.5008,1.58
2025-12-18,2.3269,2.5561,2.3464,1.5524,1.9818,1.9433,1.5144,1.5951
2025-12-19,2.3476,2.5876,2.3642,1.5612,1.9965,1.958,1.5241,1.607
2025-12-22,2.3432,2.5768,2.3603,1.557,1.993,1.9548,1.5188,1.6042
2025-12-23,2.3536,2.5869,2.3775,1.5692,2.0073,1.969,1.5304,1.6156
2025-12-24,2.3477,2.5767,2.3738,1.5688,2.0041,1.966,1.5292,1.6131
2025-12-29,2.3482,2.5694,2.3721,1.5692,2.0024,1.9646,1.5297,1.6117
2025-12-30,2.3714,2.5979,2.3984,1.5845,2.0232,1.9864,1.5446,1.6284
2025-12-31,2.3703,2.5952,2.3964,1.5838,2.0217,1.9864,1.543,1.6285
2026-01-02,2.3886,2.6377,2.416,1.5943,2.0366,1.9981,1.5498,1.6379
2026-01-05,2.4083,2.6795,2.4494,1.6029,2.057,2.0009,1.5503,1.6378
2026-01-06,2.4433,2.7103,2.5038,1.634,2.1013,2.0357,1.582,1.6655
2026-01-07,2.4229,2.6946,2.492,1.615,2.086,2.0031,1.5603,1.6376
2026-01-08,2.4182,2.7091,2.4553,1.5721,2.0447,1.948,1.4997,1.5895
2026-01-09,2.4389,2.7385,2.5163,1.6022,2.0887,2.0007,1.5217,1.6264
2026-01-12,2.4504,2.7435,2.5496,1.6178,2.1126,2.0199,1.5332,1.6398
2026-01-13,2.4556,2.7555,2.5547,1.6291,2.1205,2.0384,1.5468,1.6563
2026-01-14,2.4715,2.7483,2.5722,1.6398,2.1348,2.0669,1.5628,1.6769
2026-01-15,2.4803,2.7582,2.5817,1.6463,2.1425,2.069,1.5704,1.6786
2026-01-16,2.4784,2.7711,2.5659,1.6366,2.129,2.0471,1.5529,1.6629
2026-01-19,2.473,2.7553,2.5683,1.636,2.13,2.0472,1.5556,1.6622
2026-01-20,2.4646,2.755,2.558,1.6305,2.1219,2.0432,1.5535,1.6587
2026-01-21,2.4727,2.7437,2.5736,1.6353,2.1313,2.064,1.5591,1.6719
2026-01-22,2.4635,2.7295,2.5279,1.6079,2.0954,2.0363,1.5381,1.6493
2026-01-23,2.4741,2.7395,2.5507,1.6164,2.1105,2.0518,1.5427,1.6597
2026-01-26,2.4795,2.7324,2.5428,1.6144,2.1063,2.0588,1.5493,1.6652
2026-01-27,2.5133,2.7697,2.5716,1.6298,2.1296,2.0804,1.5633,1.6826
2026-01-28,2.4935,2.7337,2.5347,1.6113,2.103,2.0629,1.5503,1.6694
2026-01-29,2.5073,2.7379,2.5463,1.6099,2.1178,2.0764,1.569,1.6837
2026-01-30,2.5259,2.7616,2.5619,1.6161,2.1301,2.0785,1.5759,1.6868
2026-02-02,2.5574,2.796,2.5836,1.6181,2.1491,2.091,1.5823,1.6986
2026-02-03,2.5831,2.817,2.5874,1.6119,2.152,2.1058,1.5942,1.7084
2026-02-04,2.6022,2.8081,2.6165,1.602,2.1855,2.1304,1.6413,1.7354
2026-02-05,2.5484,2.7458,2.6236,1.5929,2.1892,2.1098,1.6504,1.7215
2026-02-06,2.5768,2.784,2.6488,1.6066,2.2081,2.1253,1.6621,1.7334
2026-02-09,2.5917,2.8151,2.6748,1.6233,2.2254,2.1499,1.6715,1.7493
2026-02-10,2.5675,2.7731,2.6712,1.631,2.2264,2.1537,1.6728,1.7544
2026-02-11,2.6105,2.8044,2.7084,1.672,2.2615,2.1876,1.6841,1.7845
2026-02-12,2.5846,2.7656,2.6949,1.6728,2.2506,2.177,1.6756,1.7761
2026-02-13,2.5921,2.7861,2.7361,1.6948,2.2793,2.1954,1.6894,1.7893
2026-02-16,2.6144,2.8282,2.7684,1.7157,2.3014,2.2111,1.7054,1.8001
2026-02-17,2.6344,2.8461,2.7969,1.7328,2.3261,2.2288,1.7244,1.8163
2026-02-18,2.6812,2.9074,2.8495,1.7675,2.3679,2.2801,1.7624,1.8548
2026-02-19,2.6606,2.89,2.845,1.7748,2.362,2.2766,1.7595,1.8502
2026-02-20,2.664,2.9011,2.8455,1.7741,2.361,2.273,1.7548,1.847
2026-02-23,2.6695,2.8968,2.8425,1.7715,2.3613,2.2766,1.7528,1.851
2026-02-24,2.6661,2.8807,2.8264,1.7674,2.3498,2.2777,1.7499,1.8506
2026-02-25,2.6964,2.9115,2.8629,1.789,2.3786,2.3273,1.7659,1.8953
2026-02-26,2.69,2.9348,2.8328,1.766,2.3537,2.3291,1.7668,1.8981
2026-02-27,2.6898,2.9182,2.8408,1.7839,2.3583,2.3261,1.7674,1.8936
2026-03-02,2.6729,2.9171,2.8256,1.7799,2.3438,2.3308,1.8029,1.8911
2026-03-03,2.6125,2.8401,2.7822,1.7518,2.3069,2.2865,1.7781,1.8522
2026-03-04,2.6353,2.894,2.7794,1.7456,2.3048,2.3035,1.7952,1.8664
2026-03-05,2.5822,2.8102,2.7521,1.7251,2.283,2.2664,1.7482,1.8394
2026-03-06,2.5543,2.7781,2.7216,1.7029,2.2585,2.2573,1.7564,1.8303
2026-03-09,2.556,2.7713,2.7328,1.7153,2.2665,2.2821,1.7809,1.8494
2026-03-10,2.6005,2.8459,2.7682,1.7344,2.2949,2.3111,1.7953,1.8738
2026-03-11,2.5946,2.8337,2.7822,1.745,2.306,2.3159,1.7953,1.8777
2026-03-12,2.5827,2.8096,2.7851,1.7485,2.3055,2.3125,1.8175,1.868
2026-03-13,2.5691,2.7636,2.7768,1.7398,2.3011,2.2968,1.8091,1.8556
2026-03-16,2.586,2.7864,2.786,1.7416,2.3094,2.3123,1.8191,1.8693
2026-03-17,2.6116,2.8169,2.8202,1.7566,2.3371,2.3425,1.8393,1.8938
2026-03-18,2.5993,2.8165,2.8087,1.7466,2.3262,2.3497,1.8436,1.8998
2026-03-19,2.5424,2.7308,2.8007,1.7473,2.3188,2.3348,1.834,1.8864
2026-03-20,2.504,2.6786,2.7667,1.7302,2.2897,2.2854,1.7965,1.8447
2026-03-23,2.4898,2.6779,2.7394,1.707,2.2685,2.2573,1.7519,1.8267
2026-03-24,2.5182,2.6886,2.7951,1.7439,2.3137,2.2824,1.7661,1.8463
2026-03-25,2.5554,2.735,2.8521,1.7824,2.3606,2.3256,1.7986,1.8812
2026-03-26,2.5283,2.6877,2.821,1.7697,2.3368,2.2945,1.7805,1.8558
2026-03-27,2.5291,2.6661,2.8092,1.7523,2.3272,2.2808,1.7756,1.8441
2026-03-30,2.5734,2.7033,2.8519,1.7774,2.3628,2.3215,1.8094,1.877
2026-03-31,2.5925,2.7409,2.896,1.7997,2.3986,2.3569,1.8384,1.9055
2026-04-01,2.6433,2.8298,2.9584,1.8278,2.4486,2.4277,1.8859,1.9628
2026-04-02,2.6586,2.8303,2.9573,1.8375,2.4485,2.433,1.8889,1.9673
2026-04-07,2.6338,2.7859,2.9246,1.8236,2.4227,2.4117,1.8782,1.9496
2026-04-08,2.7054,2.9137,3.0446,1.8863,2.5189,2.4904,1.9311,2.0128
2026-04-09,2.7115,2.9166,3.0542,1.9014,2.5282,2.488,1.9344,2.0107
2026-04-10,2.7105,2.9058,3.0679,1.9049,2.5391,2.4849,1.9324,2.0077
2026-04-13,2.7068,2.9094,3.0617,1.9001,2.5345,2.4902,1.9368,2.0123
2026-04-14,2.7076,2.933,3.094,1.9136,2.5605,2.5096,1.9468,2.0281
2026-04-15,2.6909,2.909,3.0625,1.8976,2.5349,2.5059,1.9416,2.0254
2026-04-16,2.6988,2.8931,3.0583,1.9037,2.5329,2.5049,1.9409,2.025
2026-04-17,2.7067,2.9316,3.0652,1.9036,2.536,2.5156,1.9461,2.033
2026-04-20,2.6932,2.8924,3.0265,1.8864,2.5047,2.4857,1.9257,2.009
2026-04-21,2.6467,2.8145,2.98,1.8579,2.4674,2.4495,1.9005,1.9795
2026-04-22,2.6461,2.7886,2.9688,1.8482,2.4578,2.4361,1.8884,1.969
2026-04-23,2.6371,2.7858,2.9553,1.8371,2.4458,2.4033,1.8606,1.9424
2026-04-24,2.6112,2.7447,2.9007,1.8001,2.3999,2.3806,1.8425,1.924
2026-04-27,2.5984,2.7376,2.899,1.8048,2.3985,2.3758,1.8399,1.9201
2026-04-28,2.6095,2.7505,2.9074,1.805,2.405,2.3851,1.848,1.9276
2026-04-29,2.5784,2.7088,2.869,1.7947,2.3745,2.3698,1.8331,1.9151
2026-04-30,2.6311,2.7925,2.9547,1.8202,2.4412,2.4109,1.8666,1.9482
2026-05-01,2.6195,2.7854,2.9204,1.7959,2.4096,2.3968,1.8627,1.9384
2026-05-05,2.575,2.7494,2.854,1.7491,2.3534,2.3182,1.8069,1.8751
2026-05-06,2.6361,2.8399,2.9934,1.8181,2.4648,2.4369,1.8952,1.9706
2026-05-07,2.6061,2.8089,2.9649,1.7923,2.4395,2.4236,1.8842,1.9605
2026-05-08,2.5829,2.7589,2.9439,1.7925,2.4266,2.4164,1.8772,1.9535
2026-05-11,2.594,2.7706,2.9446,1.7886,2.4271,2.4294,1.8896,1.9656
2026-05-12,2.5665,2.729,2.872,1.7582,2.3703,2.3726,1.8455,1.9214
2026-05-13,2.5938,2.7566,2.8973,1.7754,2.3906,2.417,1.8869,1.9587
